cost_id,project_id,contractor_id,material_id,cost_date,cost_category,planned_cost_myr,actual_cost_myr,quantity
CST002304,PRJ007,CON018,,2025-04-24,Site Overhead,1087862.43,1300632.2,0.0
CST002305,PRJ007,CON011,,2025-04-25,Labour,733052.6,857923.56,0.0
CST002306,PRJ007,CON010,,2025-04-26,Equipment,921671.73,894049.18,0.0
CST002307,PRJ007,CON015,MAT005,2025-04-27,Material,796436.88,861851.66,87.47
CST002308,PRJ007,CON010,MAT011,2025-04-28,Material,857395.72,1030571.32,110.08
CST002309,PRJ007,CON020,MAT009,2025-04-29,Material,1125127.48,1276771.17,136.39
CST002310,PRJ007,CON011,MAT002,2025-04-30,Material,698776.78,654881.12,90.51
CST002311,PRJ007,CON009,,2025-05-01,Labour,1035236.53,936838.19,0.0
CST002312,PRJ007,CON012,,2025-05-02,Labour,615353.41,647409.62,0.0
CST002313,PRJ007,CON008,,2025-05-03,Subcontract,794352.19,946011.43,0.0
CST002314,PRJ007,CON011,MAT001,2025-05-04,Material,769472.64,668320.4,27.75
CST002315,PRJ007,CON001,,2025-05-05,Equipment,978952.15,915321.01,0.0
CST002316,PRJ007,CON014,,2025-05-06,Subcontract,999628.58,980657.94,0.0
CST002317,PRJ007,CON012,MAT005,2025-05-07,Material,879653.86,799350.9,133.74
CST002318,PRJ007,CON018,MAT003,2025-05-08,Material,940674.81,1135487.99,67.49
CST002319,PRJ007,CON008,MAT004,2025-05-09,Material,804578.54,887472.56,8.71
CST002320,PRJ007,CON020,,2025-05-10,Equipment,647168.53,763926.72,0.0
CST002321,PRJ007,CON003,,2025-05-11,Subcontract,691088.99,826793.6,0.0
CST002322,PRJ007,CON015,,2025-05-12,Equipment,858121.97,799980.88,0.0
CST002323,PRJ007,CON016,,2025-05-13,Equipment,869440.09,1050522.65,0.0
CST002324,PRJ007,CON014,MAT002,2025-05-14,Material,928085.81,942915.72,119.01
CST002325,PRJ007,CON015,,2025-05-15,Equipment,931188.43,907794.39,0.0
CST002326,PRJ007,CON011,MAT002,2025-05-16,Material,978282.93,1016277.32,128.64
CST002327,PRJ007,CON010,,2025-05-17,Labour,677434.02,664680.61,0.0
CST002328,PRJ007,CON013,,2025-05-18,Equipment,1167811.71,1256483.58,0.0
CST002329,PRJ007,CON009,,2025-05-19,Equipment,958484.73,972766.14,0.0
CST002330,PRJ007,CON006,MAT008,2025-05-20,Material,1137542.25,1209195.44,75.31
CST002331,PRJ007,CON004,MAT002,2025-05-21,Material,636066.49,769403.48,152.76
CST002332,PRJ007,CON001,MAT012,2025-05-22,Material,579542.21,501641.19,56.53
CST002333,PRJ007,CON008,,2025-05-23,Equipment,1156940.36,1059433.64,0.0
CST002334,PRJ007,CON011,MAT007,2025-05-24,Material,908096.59,1083366.5,63.95
CST002335,PRJ007,CON003,MAT003,2025-05-25,Material,593603.9,711399.54,108.14
CST002336,PRJ007,CON010,,2025-05-26,Site Overhead,631181.19,667991.21,0.0
CST002337,PRJ007,CON018,MAT010,2025-05-27,Material,1174147.48,1107201.01,79.21
CST002338,PRJ007,CON011,,2025-05-28,Labour,761223.35,887834.27,0.0
CST002339,PRJ007,CON001,,2025-05-29,Equipment,952648.9,858336.54,0.0
CST002340,PRJ007,CON019,MAT011,2025-05-30,Material,718577.03,752684.4,87.92
CST002341,PRJ007,CON011,MAT007,2025-05-31,Material,825294.27,916983.1,83.42
CST002342,PRJ007,CON011,,2025-06-01,Subcontract,604899.97,526014.91,0.0
CST002343,PRJ007,CON008,,2025-06-02,Labour,647527.22,679464.87,0.0
CST002344,PRJ007,CON005,,2025-06-03,Labour,748968.39,781408.52,0.0
CST002345,PRJ007,CON012,,2025-06-04,Equipment,845293.93,1019912.34,0.0
CST002346,PRJ007,CON015,MAT003,2025-06-05,Material,1073023.78,995329.39,44.24
CST002347,PRJ007,CON020,,2025-06-06,Equipment,918552.65,965991.58,0.0
CST002348,PRJ007,CON001,MAT010,2025-06-07,Material,1065769.92,968304.1,146.84
CST002349,PRJ007,CON003,,2025-06-08,Labour,764723.66,867755.02,0.0
CST002350,PRJ007,CON011,,2025-06-09,Equipment,578033.13,689323.96,0.0
CST002351,PRJ007,CON007,,2025-06-10,Labour,771402.45,926434.44,0.0
CST002352,PRJ007,CON001,MAT009,2025-06-11,Material,612085.67,543204.87,138.75
CST002353,PRJ007,CON004,,2025-06-12,Labour,1012647.0,1064970.82,0.0
CST002354,PRJ007,CON016,MAT010,2025-06-13,Material,627047.28,628825.52,54.16
CST002355,PRJ007,CON003,,2025-06-14,Equipment,867364.19,1051048.73,0.0
CST002356,PRJ007,CON018,,2025-06-15,Equipment,1052316.16,1125141.34,0.0
CST002357,PRJ007,CON020,,2025-06-16,Subcontract,938963.28,933435.74,0.0
CST002358,PRJ007,CON004,,2025-06-17,Subcontract,803703.75,920019.91,0.0
CST002359,PRJ007,CON007,,2025-06-18,Site Overhead,820751.84,806525.63,0.0
CST002360,PRJ007,CON003,MAT003,2025-06-19,Material,767621.39,794365.02,106.37
CST002361,PRJ007,CON011,,2025-06-20,Labour,588741.58,552018.6,0.0
CST002362,PRJ007,CON019,,2025-06-21,Subcontract,746148.79,645400.72,0.0
CST002363,PRJ007,CON009,,2025-06-22,Equipment,1039471.85,1048830.63,0.0
CST002364,PRJ007,CON015,MAT003,2025-06-23,Material,969898.67,1075336.93,142.83
CST002365,PRJ007,CON002,,2025-06-24,Labour,834197.54,984374.1,0.0
CST002366,PRJ007,CON003,MAT002,2025-06-25,Material,1132020.23,997597.96,110.08
CST002367,PRJ007,CON018,,2025-06-26,Labour,1106532.07,1305845.94,0.0
CST002368,PRJ007,CON001,,2025-06-27,Equipment,1145465.24,1381450.45,0.0
CST002369,PRJ007,CON001,MAT012,2025-06-28,Material,639259.39,599492.82,76.87
CST002370,PRJ007,CON014,,2025-06-29,Labour,1156944.69,1089537.11,0.0
CST002371,PRJ007,CON009,,2025-06-30,Labour,719671.93,631589.96,0.0
CST002372,PRJ007,CON007,MAT002,2025-07-01,Material,1069618.1,1075719.36,49.82
CST002373,PRJ007,CON015,,2025-07-02,Equipment,658164.25,579427.6,0.0
CST002374,PRJ007,CON005,,2025-07-03,Subcontract,1007589.54,929998.22,0.0
CST002375,PRJ007,CON002,MAT009,2025-07-04,Material,715663.28,810195.06,13.8
CST002376,PRJ007,CON014,MAT005,2025-07-05,Material,631501.41,597482.94,26.16
CST002377,PRJ007,CON010,,2025-07-06,Subcontract,1046262.92,960075.12,0.0
CST002378,PRJ007,CON004,,2025-07-07,Labour,713650.49,832714.69,0.0
CST002379,PRJ007,CON011,,2025-07-08,Subcontract,802742.12,860988.7,0.0
CST002380,PRJ007,CON013,MAT001,2025-07-09,Material,722141.88,732435.69,77.87
CST002381,PRJ007,CON004,,2025-07-10,Site Overhead,742469.42,832262.33,0.0
CST002382,PRJ007,CON020,MAT012,2025-07-11,Material,648925.5,734049.07,80.85
CST002383,PRJ007,CON019,,2025-07-12,Site Overhead,698902.16,832546.19,0.0
CST002384,PRJ007,CON013,MAT001,2025-07-13,Material,727800.09,788080.09,39.67
CST002385,PRJ007,CON020,MAT012,2025-07-14,Material,1117156.23,1145946.33,45.99
CST002386,PRJ007,CON015,,2025-07-15,Labour,722072.08,817423.04,0.0
CST002387,PRJ007,CON017,,2025-07-16,Labour,827753.69,859127.34,0.0
CST002388,PRJ007,CON014,MAT012,2025-07-17,Material,743259.27,669151.96,133.74
CST002389,PRJ007,CON012,,2025-07-18,Labour,1153522.43,1219048.93,0.0
CST002390,PRJ007,CON005,,2025-07-19,Equipment,937191.82,929917.35,0.0
CST002391,PRJ007,CON001,,2025-07-20,Labour,1058256.15,1183425.59,0.0
CST002392,PRJ007,CON006,,2025-07-21,Labour,742083.41,817294.4,0.0
CST002393,PRJ007,CON007,MAT010,2025-07-22,Material,1180332.02,1210590.33,63.38
CST002394,PRJ007,CON010,MAT005,2025-07-23,Material,1120652.55,1363485.25,116.48
CST002395,PRJ007,CON010,MAT005,2025-07-24,Material,1055971.98,1157356.93,56.2
CST002396,PRJ007,CON011,MAT001,2025-07-25,Material,1003349.15,953948.73,36.9
CST002397,PRJ007,CON002,MAT004,2025-07-26,Material,694712.72,781350.62,39.08
CST002398,PRJ007,CON006,,2025-07-27,Equipment,906975.94,906377.65,0.0
CST002399,PRJ007,CON018,,2025-07-28,Subcontract,946979.28,1038704.92,0.0
CST002400,PRJ007,CON018,,2025-07-29,Equipment,1021146.71,960862.84,0.0
CST002401,PRJ007,CON011,,2025-07-30,Labour,1074701.39,1177107.18,0.0
CST002402,PRJ007,CON016,,2025-07-31,Site Overhead,658616.56,687367.26,0.0
CST002403,PRJ007,CON015,,2025-08-01,Subcontract,1101920.2,1027782.8,0.0
CST002404,PRJ007,CON001,,2025-08-02,Site Overhead,1181037.87,1427710.75,0.0
CST002405,PRJ007,CON013,,2025-08-03,Subcontract,621219.83,591380.0,0.0
CST002406,PRJ007,CON016,,2025-08-04,Labour,886827.46,1070669.33,0.0
CST002407,PRJ007,CON019,MAT008,2025-08-05,Material,914515.38,937152.52,127.89
CST002408,PRJ007,CON008,MAT008,2025-08-06,Material,1070531.19,1098868.86,104.44
CST002409,PRJ007,CON010,MAT005,2025-08-07,Material,835763.25,973822.9,145.24
CST002410,PRJ007,CON013,,2025-08-08,Labour,868673.2,812898.08,0.0
CST002411,PRJ007,CON011,,2025-08-09,Labour,719172.64,802935.37,0.0
CST002412,PRJ007,CON011,MAT008,2025-08-10,Material,814859.63,960853.5,81.77
CST002413,PRJ007,CON019,,2025-08-11,Equipment,752432.81,894635.89,0.0
CST002414,PRJ007,CON011,,2025-08-12,Subcontract,650897.27,639834.56,0.0
CST002415,PRJ007,CON007,,2025-08-13,Equipment,898167.07,858718.18,0.0
CST002416,PRJ007,CON013,,2025-08-14,Labour,857111.17,942603.32,0.0
CST002417,PRJ007,CON011,,2025-08-15,Labour,957584.3,1167877.88,0.0
CST002418,PRJ007,CON005,,2025-08-16,Labour,900950.37,896658.43,0.0
CST002419,PRJ007,CON005,,2025-08-17,Subcontract,1166461.42,1150213.18,0.0
CST002420,PRJ007,CON002,MAT010,2025-08-18,Material,590617.67,613436.63,100.75
CST002421,PRJ007,CON005,,2025-08-19,Labour,989945.7,1182398.71,0.0
CST002422,PRJ007,CON002,,2025-08-20,Equipment,1087802.99,1004514.56,0.0
CST002423,PRJ007,CON004,,2025-08-21,Site Overhead,958161.1,1008538.62,0.0
CST002424,PRJ007,CON016,MAT009,2025-08-22,Material,847554.95,955706.95,8.94
CST002425,PRJ007,CON002,MAT012,2025-08-23,Material,655392.25,784359.0,45.87
CST002426,PRJ007,CON005,,2025-08-24,Subcontract,687832.49,596025.97,0.0
CST002427,PRJ007,CON011,,2025-08-25,Labour,878930.12,866215.34,0.0
CST002428,PRJ007,CON009,MAT011,2025-08-26,Material,960890.68,960910.73,23.25
CST002429,PRJ007,CON014,,2025-08-27,Equipment,1183640.38,1263645.69,0.0
CST002430,PRJ007,CON009,MAT002,2025-08-28,Material,852802.53,742638.45,67.41
CST002431,PRJ007,CON017,,2025-08-29,Labour,1185006.59,1414998.87,0.0
CST002432,PRJ007,CON001,,2025-08-30,Site Overhead,1063925.21,916027.86,0.0
CST002433,PRJ007,CON003,,2025-08-31,Subcontract,1168068.4,1268934.48,0.0
CST002434,PRJ007,CON009,MAT010,2025-09-01,Material,1026572.92,1090275.79,93.71
CST002435,PRJ007,CON007,,2025-09-02,Equipment,1092657.72,1268535.14,0.0
CST002436,PRJ007,CON018,,2025-09-03,Labour,849638.6,742538.36,0.0
CST002437,PRJ007,CON013,,2025-09-04,Labour,1149508.34,1244425.7,0.0
CST002438,PRJ007,CON015,MAT003,2025-09-05,Material,630741.65,562279.28,37.15
CST002439,PRJ007,CON018,MAT002,2025-09-06,Material,1044195.56,912151.26,39.53
CST002440,PRJ007,CON014,MAT005,2025-09-07,Material,1157446.35,1258983.71,133.07
CST002441,PRJ007,CON002,MAT008,2025-09-08,Material,1145029.45,1225001.46,47.73
CST002442,PRJ007,CON005,MAT009,2025-09-09,Material,1038974.39,1047759.35,22.62
CST002443,PRJ007,CON011,,2025-09-10,Site Overhead,855185.97,987411.03,0.0
CST002444,PRJ007,CON003,,2025-09-11,Labour,743149.42,690270.23,0.0
CST002445,PRJ007,CON016,,2025-09-12,Site Overhead,1073935.16,1058286.22,0.0
CST002446,PRJ007,CON009,MAT007,2025-09-13,Material,638276.48,629106.27,99.12
CST002447,PRJ007,CON002,,2025-09-14,Subcontract,823687.43,923951.71,0.0
CST002448,PRJ007,CON006,,2025-09-15,Site Overhead,765550.21,682584.25,0.0
CST002449,PRJ007,CON007,,2025-09-16,Equipment,883263.63,783440.07,0.0
CST002450,PRJ007,CON017,,2025-09-17,Labour,1006792.22,1132798.63,0.0
CST002451,PRJ007,CON003,,2025-09-18,Equipment,787886.92,696929.54,0.0
CST002452,PRJ007,CON015,MAT010,2025-09-19,Material,871930.97,837642.26,106.65
CST002453,PRJ007,CON008,MAT008,2025-09-20,Material,877015.27,897977.85,65.45
CST002454,PRJ007,CON014,,2025-09-21,Labour,753635.56,683155.07,0.0
CST002455,PRJ007,CON004,MAT008,2025-09-22,Material,628374.15,618425.27,109.15
CST002456,PRJ007,CON004,,2025-09-23,Labour,1052480.75,954744.43,0.0
CST002457,PRJ007,CON017,,2025-09-24,Labour,801007.9,773288.7,0.0
CST002458,PRJ007,CON019,,2025-09-25,Site Overhead,835403.62,778937.47,0.0
CST002459,PRJ007,CON010,MAT009,2025-09-26,Material,586778.12,531747.55,77.24
CST002460,PRJ007,CON013,,2025-09-27,Labour,791722.05,846417.09,0.0
CST002461,PRJ007,CON018,,2025-09-28,Labour,1051091.44,989534.09,0.0
CST002462,PRJ007,CON009,,2025-09-29,Labour,976057.09,914826.94,0.0
CST002463,PRJ007,CON019,,2025-09-30,Site Overhead,639151.5,594474.0,0.0
CST002464,PRJ007,CON008,,2025-10-01,Labour,1137811.0,1010476.95,0.0
CST002465,PRJ007,CON006,MAT010,2025-10-02,Material,683829.06,786643.22,95.28
CST002466,PRJ007,CON014,,2025-10-03,Labour,720838.94,740940.33,0.0
CST002467,PRJ007,CON017,MAT002,2025-10-04,Material,1147337.58,1066793.04,64.98
CST002468,PRJ007,CON014,,2025-10-05,Subcontract,1133396.46,1230423.48,0.0
CST002469,PRJ007,CON014,MAT012,2025-10-06,Material,580446.89,556581.79,113.39
CST002470,PRJ007,CON012,,2025-10-07,Subcontract,1163465.51,1243274.61,0.0
CST002471,PRJ007,CON018,,2025-10-08,Subcontract,1068425.87,1216427.04,0.0
CST002472,PRJ007,CON019,MAT002,2025-10-09,Material,1061145.05,1136484.97,80.37
CST002473,PRJ007,CON017,,2025-10-10,Site Overhead,917191.47,1050198.89,0.0
CST002474,PRJ007,CON013,MAT010,2025-10-11,Material,1167589.87,1347781.48,78.78
CST002475,PRJ007,CON018,,2025-10-12,Equipment,778007.93,805043.24,0.0
CST002476,PRJ007,CON018,,2025-10-13,Site Overhead,1191059.96,1339221.3,0.0
CST002477,PRJ007,CON004,,2025-10-14,Equipment,632252.67,714796.23,0.0
CST002478,PRJ007,CON007,,2025-10-15,Subcontract,581159.93,695287.44,0.0
CST002479,PRJ007,CON003,MAT009,2025-10-16,Material,1002138.5,1143166.84,98.15
CST002480,PRJ007,CON006,,2025-10-17,Equipment,916394.66,815132.92,0.0
CST002481,PRJ007,CON018,,2025-10-18,Site Overhead,1055300.66,920757.41,0.0
CST002482,PRJ007,CON007,,2025-10-19,Equipment,740941.29,893839.02,0.0
CST002483,PRJ007,CON002,,2025-10-20,Labour,686357.14,776363.9,0.0
CST002484,PRJ007,CON001,,2025-10-21,Equipment,1023905.73,1011002.8,0.0
CST002485,PRJ007,CON004,MAT011,2025-10-22,Material,1048787.38,1101891.48,25.79
CST002486,PRJ007,CON006,MAT008,2025-10-23,Material,596197.0,618150.92,115.16
CST002487,PRJ007,CON009,,2025-10-24,Equipment,738608.89,697347.33,0.0
CST002488,PRJ007,CON010,MAT012,2025-10-25,Material,997297.36,976733.15,37.53
CST002489,PRJ007,CON012,MAT010,2025-10-26,Material,1007822.09,1104805.09,63.42
CST002490,PRJ007,CON006,,2025-10-27,Equipment,897614.26,890677.38,0.0
CST002491,PRJ007,CON020,MAT003,2025-10-28,Material,649041.94,608505.79,140.32
CST002492,PRJ007,CON014,MAT008,2025-10-29,Material,592156.13,696533.04,147.01
CST002493,PRJ007,CON015,,2025-10-30,Equipment,808359.96,784624.15,0.0
CST002494,PRJ007,CON001,,2025-10-31,Labour,1061112.23,974269.91,0.0
CST002495,PRJ007,CON005,,2025-11-01,Labour,1111985.19,1071558.02,0.0
CST002496,PRJ007,CON015,MAT003,2025-11-02,Material,1063448.05,1119543.86,143.3
CST002497,PRJ007,CON013,,2025-11-03,Labour,671808.04,639088.97,0.0
CST002498,PRJ007,CON007,MAT005,2025-11-04,Material,828989.13,929615.16,84.73
CST002499,PRJ007,CON002,,2025-11-05,Site Overhead,1095526.93,1074260.56,0.0
CST002500,PRJ007,CON020,MAT008,2025-11-06,Material,817330.37,720445.41,150.05
CST002501,PRJ007,CON020,,2025-11-07,Site Overhead,978465.68,1085588.74,0.0
CST002502,PRJ007,CON006,,2025-11-08,Subcontract,918934.06,945847.1,0.0
CST002503,PRJ007,CON012,,2025-11-09,Equipment,804175.06,815904.55,0.0
CST002504,PRJ007,CON014,,2025-11-10,Equipment,1174757.17,1248328.07,0.0
CST002505,PRJ007,CON006,MAT004,2025-11-11,Material,648134.69,694616.06,87.77
CST002506,PRJ007,CON008,MAT007,2025-11-12,Material,880552.62,769204.85,34.83
CST002507,PRJ007,CON006,MAT005,2025-11-13,Material,899690.33,1026556.93,145.29
CST002508,PRJ007,CON001,,2025-11-14,Subcontract,1117741.53,1311588.27,0.0
CST002509,PRJ007,CON009,MAT003,2025-11-15,Material,906651.03,978602.52,114.73
CST002510,PRJ007,CON014,,2025-11-16,Labour,678278.79,739066.84,0.0
CST002511,PRJ007,CON017,MAT007,2025-11-17,Material,702624.22,621981.27,112.54
CST002512,PRJ007,CON008,MAT012,2025-11-18,Material,989429.41,1161583.09,123.95
CST002513,PRJ007,CON006,MAT009,2025-11-19,Material,707463.22,623834.71,83.16
CST002514,PRJ007,CON009,MAT005,2025-11-20,Material,1020218.4,1114044.22,10.0
CST002515,PRJ007,CON011,,2025-11-21,Labour,1013261.61,901616.42,0.0
CST002516,PRJ007,CON020,MAT007,2025-11-22,Material,1036377.78,1035138.25,82.34
CST002517,PRJ007,CON002,MAT003,2025-11-23,Material,667747.85,687506.54,58.05
CST002518,PRJ007,CON020,MAT003,2025-11-24,Material,1057892.02,1234707.84,96.84
CST002519,PRJ007,CON014,,2025-11-25,Subcontract,919124.1,1025517.87,0.0
CST002520,PRJ007,CON007,,2025-11-26,Equipment,1084264.57,1225941.65,0.0
CST002521,PRJ007,CON017,MAT011,2025-11-27,Material,821728.87,727450.73,152.79
CST002522,PRJ007,CON010,MAT003,2025-11-28,Material,671530.93,667950.22,7.26
CST002523,PRJ007,CON013,,2025-11-29,Labour,929682.8,1021472.64,0.0
CST002524,PRJ007,CON016,,2025-11-30,Equipment,982624.47,933522.53,0.0
CST002525,PRJ007,CON020,,2025-12-01,Subcontract,805176.51,700912.82,0.0
CST002526,PRJ007,CON018,MAT005,2025-12-02,Material,1129227.09,1365264.74,132.4
CST002527,PRJ007,CON003,,2025-12-03,Equipment,674624.89,589020.88,0.0
CST002528,PRJ007,CON004,,2025-12-04,Labour,612164.82,626393.13,0.0
CST002529,PRJ007,CON012,,2025-12-05,Equipment,576831.96,662956.12,0.0
CST002530,PRJ007,CON019,,2025-12-06,Labour,587402.63,606535.15,0.0
CST002531,PRJ007,CON009,,2025-12-07,Subcontract,1029838.83,898525.81,0.0
CST002532,PRJ007,CON014,,2025-12-08,Subcontract,741812.33,812454.24,0.0
CST002533,PRJ007,CON005,MAT012,2025-12-09,Material,712104.94,827872.66,144.73
CST002534,PRJ007,CON017,,2025-12-10,Equipment,710806.76,793314.62,0.0
CST002535,PRJ007,CON001,,2025-12-11,Labour,750689.29,885894.72,0.0
CST002536,PRJ007,CON010,,2025-12-12,Subcontract,741776.72,764680.63,0.0
CST002537,PRJ007,CON020,,2025-12-13,Equipment,617310.97,617876.13,0.0
CST002538,PRJ007,CON007,MAT004,2025-12-14,Material,1029337.52,1141473.8,85.59
CST002539,PRJ007,CON015,MAT010,2025-12-15,Material,1050048.35,946093.61,87.78
CST002540,PRJ007,CON008,MAT007,2025-12-16,Material,1005847.51,1066767.94,59.53
CST002541,PRJ007,CON011,MAT012,2025-12-17,Material,991682.81,1124412.3,114.18
CST002542,PRJ007,CON012,,2025-12-18,Subcontract,1031422.14,953910.86,0.0
CST002543,PRJ007,CON002,MAT011,2025-12-19,Material,1186990.91,1146717.66,108.23
CST002544,PRJ007,CON006,,2025-12-20,Labour,1182729.22,1198928.82,0.0
CST002545,PRJ007,CON010,,2025-12-21,Equipment,604651.1,559273.63,0.0
CST002546,PRJ007,CON002,,2025-12-22,Subcontract,640092.48,763206.7,0.0
CST002547,PRJ007,CON001,,2025-12-23,Equipment,1136635.73,1144807.13,0.0
CST002548,PRJ007,CON011,,2025-12-24,Labour,862306.03,924959.54,0.0
CST002549,PRJ007,CON018,,2025-12-25,Labour,1180971.38,1017502.23,0.0
CST002550,PRJ007,CON001,MAT004,2025-12-26,Material,722116.58,877538.69,82.13
CST002551,PRJ007,CON019,MAT003,2025-12-27,Material,608918.02,630616.11,22.96
CST002552,PRJ007,CON018,MAT010,2025-12-28,Material,584547.94,700634.22,50.51
CST002553,PRJ007,CON001,MAT003,2025-12-29,Material,634311.36,584366.34,7.41
CST002554,PRJ007,CON015,MAT002,2025-12-30,Material,1069695.15,964686.92,66.54
CST002555,PRJ007,CON011,MAT006,2025-12-31,Material,633542.68,547278.63,40.78
CST002556,PRJ008,CON010,MAT001,2025-01-01,Material,842635.23,857353.9,13.41
CST002557,PRJ008,CON009,,2025-01-02,Labour,908968.12,910089.99,0.0
CST002558,PRJ008,CON018,,2025-01-03,Site Overhead,620254.36,545449.37,0.0
CST002559,PRJ008,CON017,,2025-01-04,Labour,708405.58,832245.28,0.0
CST002560,PRJ008,CON013,MAT002,2025-01-05,Material,757420.47,722058.83,6.23
CST002561,PRJ008,CON005,,2025-01-06,Equipment,836900.19,893706.22,0.0
CST002562,PRJ008,CON019,,2025-01-07,Site Overhead,672450.83,712873.3,0.0
CST002563,PRJ008,CON008,,2025-01-08,Equipment,1089411.72,1297749.67,0.0
CST002564,PRJ008,CON015,,2025-01-09,Equipment,625813.21,660943.17,0.0
CST002565,PRJ008,CON014,MAT007,2025-01-10,Material,852119.55,882356.74,95.42
CST002566,PRJ008,CON019,,2025-01-11,Site Overhead,800951.0,915010.03,0.0
CST002567,PRJ008,CON017,MAT008,2025-01-12,Material,933494.08,1071581.47,69.22
CST002568,PRJ008,CON003,,2025-01-13,Subcontract,1084376.82,1068816.2,0.0
CST002569,PRJ008,CON008,,2025-01-14,Labour,658374.13,600425.57,0.0
CST002570,PRJ008,CON003,,2025-01-15,Labour,1202829.93,1319559.29,0.0
CST002571,PRJ008,CON003,,2025-01-16,Subcontract,949789.26,1028635.53,0.0
CST002572,PRJ008,CON018,,2025-01-17,Labour,1033669.38,1223607.41,0.0
CST002573,PRJ008,CON006,,2025-01-18,Site Overhead,874153.39,1021375.15,0.0
CST002574,PRJ008,CON011,,2025-01-19,Labour,751184.47,768188.24,0.0
CST002575,PRJ008,CON015,,2025-01-20,Labour,610453.0,548184.91,0.0
CST002576,PRJ008,CON017,,2025-01-21,Subcontract,1147359.42,1215439.64,0.0
CST002577,PRJ008,CON018,,2025-01-22,Site Overhead,909208.42,933317.08,0.0
CST002578,PRJ008,CON010,,2025-01-23,Labour,982070.95,1003305.69,0.0
CST002579,PRJ008,CON016,,2025-01-24,Site Overhead,700887.51,622117.24,0.0
CST002580,PRJ008,CON008,,2025-01-25,Labour,1223055.92,1297770.17,0.0
CST002581,PRJ008,CON013,MAT007,2025-01-26,Material,724351.46,725819.68,75.23
CST002582,PRJ008,CON013,MAT011,2025-01-27,Material,758583.42,822059.86,131.57
CST002583,PRJ008,CON010,,2025-01-28,Equipment,827002.62,856371.83,0.0
CST002584,PRJ008,CON005,MAT005,2025-01-29,Material,779501.3,807406.5,74.16
CST002585,PRJ008,CON009,MAT010,2025-01-30,Material,730191.63,746125.66,151.54
CST002586,PRJ008,CON020,MAT008,2025-01-31,Material,797909.53,794676.08,151.78
CST002587,PRJ008,CON004,MAT008,2025-02-01,Material,1097348.76,948014.46,127.05
CST002588,PRJ008,CON016,,2025-02-02,Equipment,964409.06,939445.55,0.0
CST002589,PRJ008,CON017,,2025-02-03,Subcontract,1061496.55,1011206.52,0.0
CST002590,PRJ008,CON007,,2025-02-04,Equipment,1175769.61,1218796.69,0.0
CST002591,PRJ008,CON011,,2025-02-05,Subcontract,834710.85,836596.42,0.0
CST002592,PRJ008,CON014,,2025-02-06,Labour,679833.51,762931.6,0.0
CST002593,PRJ008,CON004,,2025-02-07,Labour,702860.26,626992.8,0.0
CST002594,PRJ008,CON005,,2025-02-08,Labour,808629.8,968575.68,0.0
CST002595,PRJ008,CON011,,2025-02-09,Equipment,1032898.13,937653.99,0.0
CST002596,PRJ008,CON004,,2025-02-10,Subcontract,995321.11,1146086.73,0.0
CST002597,PRJ008,CON012,MAT005,2025-02-11,Material,722177.81,835499.8,82.84
CST002598,PRJ008,CON010,MAT006,2025-02-12,Material,997898.8,1142403.29,25.61
CST002599,PRJ008,CON020,MAT005,2025-02-13,Material,1147382.8,1284652.9,44.93
CST002600,PRJ008,CON015,,2025-02-14,Site Overhead,1063043.2,1103594.92,0.0
CST002601,PRJ008,CON009,,2025-02-15,Subcontract,1126546.9,1207664.37,0.0
CST002602,PRJ008,CON009,,2025-02-16,Equipment,886132.09,831735.7,0.0
CST002603,PRJ008,CON001,,2025-02-17,Equipment,1017549.67,1118790.66,0.0
CST002604,PRJ008,CON007,MAT010,2025-02-18,Material,633205.23,578295.66,42.52
CST002605,PRJ008,CON016,MAT002,2025-02-19,Material,644803.51,743490.33,145.68
CST002606,PRJ008,CON007,MAT002,2025-02-20,Material,1221431.6,1217266.95,117.5
CST002607,PRJ008,CON006,MAT004,2025-02-21,Material,686335.4,598192.98,36.78
CST002608,PRJ008,CON017,,2025-02-22,Equipment,684315.11,755113.16,0.0
CST002609,PRJ008,CON018,,2025-02-23,Subcontract,781757.09,707323.05,0.0
CST002610,PRJ008,CON004,MAT008,2025-02-24,Material,953615.2,1041314.34,62.89
CST002611,PRJ008,CON014,,2025-02-25,Labour,736114.71,862541.14,0.0
CST002612,PRJ008,CON019,,2025-02-26,Equipment,945974.17,1037645.09,0.0
CST002613,PRJ008,CON001,,2025-02-27,Labour,1162640.76,1087178.91,0.0
CST002614,PRJ008,CON014,,2025-02-28,Labour,1040844.71,1177441.18,0.0
CST002615,PRJ008,CON003,,2025-03-01,Equipment,864377.91,932258.99,0.0
CST002616,PRJ008,CON012,,2025-03-02,Equipment,909149.99,947903.17,0.0
CST002617,PRJ008,CON004,,2025-03-03,Equipment,699721.76,766120.28,0.0
CST002618,PRJ008,CON003,,2025-03-04,Equipment,839040.56,975174.7,0.0
CST002619,PRJ008,CON010,,2025-03-05,Labour,884645.64,814049.39,0.0
CST002620,PRJ008,CON018,,2025-03-06,Labour,900357.9,808422.75,0.0
CST002621,PRJ008,CON001,,2025-03-07,Equipment,770978.1,827923.56,0.0
CST002622,PRJ008,CON017,MAT003,2025-03-08,Material,942158.06,811427.15,22.62
CST002623,PRJ008,CON008,MAT012,2025-03-09,Material,773997.68,736202.87,102.56
CST002624,PRJ008,CON017,,2025-03-10,Equipment,1001041.87,1132007.95,0.0
