usage_id,project_id,equipment_id,usage_date,operating_hours,idle_hours,available_hours,fuel_consumed_litres,maintenance_cost_myr
USE004318,PRJ005,EQP029,2025-10-27,8.99,1.01,10.0,58.53,0.0
USE004319,PRJ005,EQP029,2025-10-28,5.87,2.13,8.0,61.79,476.42
USE004320,PRJ005,EQP029,2025-10-29,10.79,1.21,12.0,74.45,1205.84
USE004321,PRJ005,EQP029,2025-10-30,2.33,9.67,12.0,50.9,0.0
USE004322,PRJ005,EQP029,2025-11-01,22.58,1.42,24.0,346.69,0.0
USE004323,PRJ005,EQP029,2025-11-04,3.43,4.57,8.0,65.24,0.0
USE004324,PRJ005,EQP029,2025-11-10,10.06,1.94,12.0,95.71,2496.75
USE004325,PRJ005,EQP029,2025-11-11,5.98,2.02,8.0,79.47,0.0
USE004326,PRJ005,EQP029,2025-11-15,6.52,1.48,8.0,91.93,0.0
USE004327,PRJ005,EQP029,2025-11-17,3.81,6.19,10.0,58.99,0.0
USE004328,PRJ005,EQP029,2025-11-18,10.78,1.22,12.0,184.97,421.1
USE004329,PRJ005,EQP029,2025-11-22,7.48,2.52,10.0,115.92,0.0
USE004330,PRJ005,EQP029,2025-11-23,7.39,4.61,12.0,46.77,0.0
USE004331,PRJ005,EQP029,2025-11-27,5.79,4.21,10.0,36.3,0.0
USE004332,PRJ005,EQP029,2025-11-28,7.35,0.65,8.0,142.1,2752.58
USE004333,PRJ005,EQP029,2025-11-29,11.07,4.93,16.0,78.38,0.0
USE004334,PRJ005,EQP029,2025-11-30,2.89,7.11,10.0,16.16,0.0
USE004335,PRJ005,EQP029,2025-12-01,3.19,6.81,10.0,53.94,0.0
USE004336,PRJ005,EQP029,2025-12-02,7.92,2.08,10.0,60.13,0.0
USE004337,PRJ005,EQP029,2025-12-03,8.27,1.73,10.0,67.54,0.0
USE004338,PRJ005,EQP029,2025-12-05,6.66,3.34,10.0,81.09,0.0
USE004339,PRJ005,EQP029,2025-12-06,8.65,3.35,12.0,172.94,0.0
USE004340,PRJ005,EQP029,2025-12-08,7.88,2.12,10.0,152.29,0.0
USE004341,PRJ005,EQP029,2025-12-09,6.45,1.55,8.0,118.1,0.0
USE004342,PRJ005,EQP029,2025-12-10,2.16,5.84,8.0,21.44,0.0
USE004343,PRJ005,EQP029,2025-12-19,8.62,1.38,10.0,92.08,0.0
USE004344,PRJ005,EQP029,2025-12-20,3.07,4.93,8.0,48.03,0.0
USE004345,PRJ005,EQP029,2025-12-21,5.93,6.07,12.0,86.1,3303.92
USE004346,PRJ005,EQP029,2025-12-23,4.71,3.29,8.0,87.71,0.0
USE004347,PRJ005,EQP029,2025-12-25,3.82,8.18,12.0,68.37,0.0
USE004348,PRJ005,EQP029,2025-12-27,7.79,0.21,8.0,133.61,0.0
USE004349,PRJ005,EQP029,2025-12-30,9.01,0.99,10.0,154.28,0.0
USE004350,PRJ005,EQP029,2025-12-31,7.27,4.73,12.0,108.82,2605.07
USE004351,PRJ006,EQP030,2025-01-06,9.56,0.44,10.0,143.33,0.0
USE004352,PRJ006,EQP030,2025-01-08,6.34,5.66,12.0,75.64,0.0
USE004353,PRJ006,EQP030,2025-01-10,5.53,10.47,16.0,83.22,0.0
USE004354,PRJ006,EQP030,2025-01-12,1.73,6.27,8.0,36.35,1362.48
USE004355,PRJ006,EQP030,2025-01-16,1.52,6.48,8.0,26.28,0.0
USE004356,PRJ006,EQP030,2025-01-19,5.3,4.7,10.0,82.45,0.0
USE004357,PRJ006,EQP030,2025-01-20,6.98,3.02,10.0,151.4,0.0
USE004358,PRJ006,EQP030,2025-01-21,7.05,2.95,10.0,49.03,0.0
USE004359,PRJ006,EQP030,2025-01-24,4.6,3.4,8.0,48.58,0.0
USE004360,PRJ006,EQP030,2025-01-27,6.01,1.99,8.0,94.57,0.0
USE004361,PRJ006,EQP030,2025-01-29,6.59,9.41,16.0,41.06,0.0
USE004362,PRJ006,EQP030,2025-01-30,4.17,7.83,12.0,30.69,501.23
USE004363,PRJ006,EQP030,2025-02-04,7.99,2.01,10.0,126.77,0.0
USE004364,PRJ006,EQP030,2025-02-05,1.51,22.49,24.0,13.62,0.0
USE004365,PRJ006,EQP030,2025-02-08,4.21,3.79,8.0,24.88,1751.75
USE004366,PRJ006,EQP030,2025-02-09,6.21,1.79,8.0,85.74,0.0
USE004367,PRJ006,EQP030,2025-02-12,4.57,7.43,12.0,31.59,674.8
USE004368,PRJ006,EQP030,2025-02-19,2.91,9.09,12.0,28.6,0.0
USE004369,PRJ006,EQP030,2025-02-22,5.03,4.97,10.0,41.55,0.0
USE004370,PRJ006,EQP030,2025-02-25,4.57,7.43,12.0,87.62,2002.1
USE004371,PRJ006,EQP030,2025-02-27,5.35,6.65,12.0,99.84,0.0
USE004372,PRJ006,EQP030,2025-02-28,6.01,3.99,10.0,115.47,0.0
USE004373,PRJ006,EQP030,2025-03-01,9.34,0.66,10.0,64.93,816.75
USE004374,PRJ006,EQP030,2025-03-02,3.29,6.71,10.0,18.23,0.0
USE004375,PRJ006,EQP030,2025-03-04,15.76,0.24,16.0,326.87,0.0
USE004376,PRJ006,EQP030,2025-03-05,9.62,0.38,10.0,109.16,0.0
USE004377,PRJ006,EQP030,2025-03-08,2.6,9.4,12.0,21.45,0.0
USE004378,PRJ006,EQP030,2025-03-12,3.73,4.27,8.0,78.76,2827.84
USE004379,PRJ006,EQP030,2025-03-22,7.99,0.01,8.0,137.8,0.0
USE004380,PRJ006,EQP030,2025-03-24,22.97,1.03,24.0,160.07,0.0
USE004381,PRJ006,EQP030,2025-03-27,8.73,7.27,16.0,144.55,0.0
USE004382,PRJ006,EQP030,2025-03-28,6.29,3.71,10.0,54.32,0.0
USE004383,PRJ006,EQP030,2025-04-03,12.91,3.09,16.0,187.91,0.0
USE004384,PRJ006,EQP030,2025-04-07,6.41,9.59,16.0,111.51,0.0
USE004385,PRJ006,EQP030,2025-04-08,2.73,7.27,10.0,31.55,0.0
USE004386,PRJ006,EQP030,2025-04-16,1.73,6.27,8.0,17.05,0.0
USE004387,PRJ006,EQP030,2025-04-18,9.3,2.7,12.0,136.63,0.0
USE004388,PRJ006,EQP030,2025-04-24,2.42,9.58,12.0,47.39,1985.42
USE004389,PRJ006,EQP030,2025-04-26,5.18,18.82,24.0,47.82,2339.25
USE004390,PRJ006,EQP030,2025-04-27,4.11,3.89,8.0,89.53,0.0
USE004391,PRJ006,EQP030,2025-04-28,6.38,1.62,8.0,132.72,0.0
USE004392,PRJ006,EQP030,2025-04-29,1.99,6.01,8.0,43.51,0.0
USE004393,PRJ006,EQP030,2025-05-07,5.33,2.67,8.0,55.41,0.0
USE004394,PRJ006,EQP030,2025-05-08,8.35,1.65,10.0,81.86,0.0
USE004395,PRJ006,EQP030,2025-05-16,5.69,2.31,8.0,35.02,0.0
USE004396,PRJ006,EQP030,2025-05-18,6.81,5.19,12.0,102.67,0.0
USE004397,PRJ006,EQP030,2025-05-19,9.73,14.27,24.0,178.91,2837.43
USE004398,PRJ006,EQP030,2025-05-20,13.99,2.01,16.0,174.52,0.0
USE004399,PRJ006,EQP030,2025-05-23,5.92,4.08,10.0,39.28,1135.09
USE004400,PRJ006,EQP030,2025-05-24,2.04,5.96,8.0,23.01,0.0
USE004401,PRJ006,EQP030,2025-05-26,10.16,1.84,12.0,90.98,2813.48
USE004402,PRJ006,EQP030,2025-05-29,3.3,4.7,8.0,41.41,3356.53
USE004403,PRJ006,EQP030,2025-05-31,2.8,7.2,10.0,34.19,0.0
USE004404,PRJ006,EQP030,2025-06-01,4.63,3.37,8.0,61.34,0.0
USE004405,PRJ006,EQP030,2025-06-04,3.84,20.16,24.0,41.26,3407.3
USE004406,PRJ006,EQP030,2025-06-07,5.67,6.33,12.0,70.24,0.0
USE004407,PRJ006,EQP030,2025-06-08,4.13,5.87,10.0,69.7,376.24
USE004408,PRJ006,EQP030,2025-06-11,1.6,14.4,16.0,20.55,0.0
USE004409,PRJ006,EQP030,2025-06-12,7.07,4.93,12.0,119.21,2971.08
USE004410,PRJ006,EQP030,2025-06-15,5.44,2.56,8.0,98.14,3250.21
USE004411,PRJ006,EQP030,2025-06-16,10.64,5.36,16.0,113.46,0.0
USE004412,PRJ006,EQP030,2025-06-17,7.15,0.85,8.0,100.02,0.0
USE004413,PRJ006,EQP030,2025-06-19,14.48,1.52,16.0,187.29,2535.44
USE004414,PRJ006,EQP030,2025-06-21,5.14,6.86,12.0,52.18,2902.08
USE004415,PRJ006,EQP030,2025-06-22,8.98,1.02,10.0,120.48,0.0
USE004416,PRJ006,EQP030,2025-06-23,7.29,0.71,8.0,86.62,1130.06
USE004417,PRJ006,EQP030,2025-06-25,4.65,7.35,12.0,74.2,0.0
USE004418,PRJ006,EQP030,2025-06-29,5.04,6.96,12.0,47.43,2407.48
USE004419,PRJ006,EQP030,2025-06-30,5.74,2.26,8.0,55.75,0.0
USE004420,PRJ006,EQP030,2025-07-01,4.43,11.57,16.0,54.63,0.0
USE004421,PRJ006,EQP030,2025-07-02,9.6,6.4,16.0,189.71,0.0
USE004422,PRJ006,EQP030,2025-07-04,4.78,3.22,8.0,42.8,0.0
USE004423,PRJ006,EQP030,2025-07-06,2.88,5.12,8.0,34.0,0.0
USE004424,PRJ006,EQP030,2025-07-07,1.89,10.11,12.0,34.33,252.95
USE004425,PRJ006,EQP030,2025-07-10,5.63,6.37,12.0,58.91,0.0
USE004426,PRJ006,EQP030,2025-07-12,6.66,3.34,10.0,109.13,0.0
USE004427,PRJ006,EQP030,2025-07-13,8.85,1.15,10.0,158.91,0.0
USE004428,PRJ006,EQP030,2025-07-15,4.72,5.28,10.0,92.57,0.0
USE004429,PRJ006,EQP030,2025-07-19,4.58,5.42,10.0,47.96,0.0
USE004430,PRJ006,EQP030,2025-07-21,7.7,4.3,12.0,94.05,2569.53
USE004431,PRJ006,EQP030,2025-07-22,3.26,8.74,12.0,35.15,0.0
USE004432,PRJ006,EQP030,2025-07-24,1.78,14.22,16.0,30.88,0.0
USE004433,PRJ006,EQP030,2025-07-27,5.35,2.65,8.0,65.06,0.0
USE004434,PRJ006,EQP030,2025-07-28,4.92,3.08,8.0,53.14,3238.72
USE004435,PRJ006,EQP030,2025-07-30,3.51,4.49,8.0,33.09,2441.55
USE004436,PRJ006,EQP030,2025-08-06,5.27,6.73,12.0,46.21,0.0
USE004437,PRJ006,EQP030,2025-08-07,6.8,1.2,8.0,145.99,0.0
USE004438,PRJ006,EQP030,2025-08-08,7.6,0.4,8.0,96.61,0.0
USE004439,PRJ006,EQP030,2025-08-10,1.7,6.3,8.0,30.38,687.57
USE004440,PRJ006,EQP030,2025-08-11,5.96,4.04,10.0,130.5,0.0
USE004441,PRJ006,EQP030,2025-08-12,5.61,4.39,10.0,80.4,0.0
USE004442,PRJ006,EQP030,2025-08-15,10.55,1.45,12.0,122.08,0.0
USE004443,PRJ006,EQP030,2025-08-26,4.33,3.67,8.0,65.52,2112.16
USE004444,PRJ006,EQP030,2025-08-28,8.49,1.51,10.0,72.83,0.0
USE004445,PRJ006,EQP030,2025-08-29,1.78,8.22,10.0,30.67,238.55
USE004446,PRJ006,EQP030,2025-08-30,6.45,3.55,10.0,139.51,0.0
USE004447,PRJ006,EQP030,2025-09-01,11.92,12.08,24.0,84.03,0.0
USE004448,PRJ006,EQP030,2025-09-02,4.26,5.74,10.0,44.21,0.0
USE004449,PRJ006,EQP030,2025-09-04,5.24,4.76,10.0,84.28,0.0
USE004450,PRJ006,EQP030,2025-09-05,4.38,7.62,12.0,49.93,0.0
USE004451,PRJ006,EQP030,2025-09-06,4.52,7.48,12.0,25.45,1874.14
USE004452,PRJ006,EQP030,2025-09-11,16.51,7.49,24.0,201.67,407.37
USE004453,PRJ006,EQP030,2025-09-16,4.82,7.18,12.0,48.06,0.0
USE004454,PRJ006,EQP030,2025-09-19,5.93,10.07,16.0,47.47,1380.21
USE004455,PRJ006,EQP030,2025-09-20,8.0,2.0,10.0,132.81,0.0
USE004456,PRJ006,EQP030,2025-09-21,2.57,13.43,16.0,44.99,0.0
USE004457,PRJ006,EQP030,2025-09-25,6.5,3.5,10.0,62.68,0.0
USE004458,PRJ006,EQP030,2025-10-01,8.03,1.97,10.0,64.68,0.0
USE004459,PRJ006,EQP030,2025-10-03,5.03,6.97,12.0,51.27,0.0
USE004460,PRJ006,EQP030,2025-10-05,6.23,1.77,8.0,116.28,0.0
USE004461,PRJ006,EQP030,2025-10-08,8.05,1.95,10.0,159.86,0.0
USE004462,PRJ006,EQP030,2025-10-09,4.49,5.51,10.0,37.34,0.0
USE004463,PRJ006,EQP030,2025-10-12,1.59,8.41,10.0,11.91,3307.14
USE004464,PRJ006,EQP030,2025-10-13,6.0,2.0,8.0,109.62,0.0
USE004465,PRJ006,EQP030,2025-10-14,4.46,7.54,12.0,53.86,0.0
USE004466,PRJ006,EQP030,2025-10-17,6.42,5.58,12.0,107.07,0.0
USE004467,PRJ006,EQP030,2025-10-18,6.53,5.47,12.0,56.82,1725.93
USE004468,PRJ006,EQP030,2025-10-19,6.59,3.41,10.0,103.05,0.0
USE004469,PRJ006,EQP030,2025-10-20,8.19,1.81,10.0,43.14,2728.84
USE004470,PRJ006,EQP030,2025-10-25,5.1,4.9,10.0,37.85,3120.38
USE004471,PRJ006,EQP030,2025-10-26,7.0,1.0,8.0,116.93,0.0
USE004472,PRJ006,EQP030,2025-10-31,9.15,14.85,24.0,171.65,278.6
USE004473,PRJ006,EQP030,2025-11-01,10.98,1.02,12.0,160.25,2264.04
USE004474,PRJ006,EQP030,2025-11-08,5.88,10.12,16.0,63.87,0.0
USE004475,PRJ006,EQP030,2025-11-09,6.02,5.98,12.0,41.44,2184.58
USE004476,PRJ006,EQP030,2025-11-14,3.09,12.91,16.0,30.75,0.0
USE004477,PRJ006,EQP030,2025-11-16,2.87,9.13,12.0,37.39,0.0
USE004478,PRJ006,EQP030,2025-11-17,11.3,4.7,16.0,181.15,0.0
USE004479,PRJ006,EQP030,2025-11-18,2.56,21.44,24.0,32.14,0.0
USE004480,PRJ006,EQP030,2025-11-19,8.42,7.58,16.0,81.26,0.0
USE004481,PRJ006,EQP030,2025-11-24,4.43,5.57,10.0,22.96,885.06
USE004482,PRJ006,EQP030,2025-11-25,8.45,7.55,16.0,56.44,0.0
USE004483,PRJ006,EQP030,2025-11-27,2.88,21.12,24.0,35.89,3115.32
USE004484,PRJ006,EQP030,2025-12-01,3.86,4.14,8.0,78.64,0.0
USE004485,PRJ006,EQP030,2025-12-02,10.23,5.77,16.0,204.02,0.0
USE004486,PRJ006,EQP030,2025-12-06,10.63,5.37,16.0,65.83,0.0
USE004487,PRJ006,EQP030,2025-12-07,4.05,5.95,10.0,55.62,1565.55
USE004488,PRJ006,EQP030,2025-12-11,15.61,0.39,16.0,106.41,0.0
USE004489,PRJ006,EQP030,2025-12-14,3.06,4.94,8.0,33.46,1150.17
USE004490,PRJ006,EQP030,2025-12-15,4.41,7.59,12.0,67.55,0.0
USE004491,PRJ006,EQP030,2025-12-18,1.94,8.06,10.0,34.88,0.0
USE004492,PRJ006,EQP030,2025-12-19,13.79,2.21,16.0,190.08,0.0
USE004493,PRJ006,EQP030,2025-12-20,2.47,7.53,10.0,42.9,0.0
USE004494,PRJ006,EQP030,2025-12-21,21.08,2.92,24.0,289.13,0.0
USE004495,PRJ006,EQP030,2025-12-22,3.07,4.93,8.0,44.11,0.0
USE004496,PRJ006,EQP030,2025-12-26,15.53,0.47,16.0,148.01,0.0
USE004497,PRJ006,EQP030,2025-12-27,8.05,1.95,10.0,123.59,0.0
USE004498,PRJ006,EQP030,2025-12-28,3.06,4.94,8.0,60.2,3397.76
USE004499,PRJ006,EQP030,2025-12-29,5.85,4.15,10.0,76.43,0.0
USE004500,PRJ006,EQP030,2025-12-30,8.98,1.02,10.0,194.35,0.0
USE004501,PRJ007,EQP031,2025-01-01,11.13,4.87,16.0,138.95,0.0
USE004502,PRJ007,EQP031,2025-01-02,10.67,5.33,16.0,162.01,0.0
USE004503,PRJ007,EQP031,2025-01-03,8.7,3.3,12.0,50.04,0.0
USE004504,PRJ007,EQP031,2025-01-09,3.51,8.49,12.0,43.08,1696.92
USE004505,PRJ007,EQP031,2025-01-12,22.91,1.09,24.0,144.59,0.0
USE004506,PRJ007,EQP031,2025-01-14,4.42,3.58,8.0,67.22,0.0
USE004507,PRJ007,EQP031,2025-01-17,3.33,4.67,8.0,51.14,1689.36
USE004508,PRJ007,EQP031,2025-01-22,6.11,1.89,8.0,54.9,0.0
USE004509,PRJ007,EQP031,2025-01-24,4.63,11.37,16.0,79.95,0.0
USE004510,PRJ007,EQP031,2025-01-25,3.54,6.46,10.0,65.05,0.0
USE004511,PRJ007,EQP031,2025-01-28,13.69,2.31,16.0,270.96,0.0
USE004512,PRJ007,EQP031,2025-01-29,8.66,7.34,16.0,86.17,783.51
USE004513,PRJ007,EQP031,2025-01-31,3.65,6.35,10.0,70.55,0.0
USE004514,PRJ007,EQP031,2025-02-01,10.79,5.21,16.0,159.39,0.0
USE004515,PRJ007,EQP031,2025-02-03,13.09,2.91,16.0,186.91,0.0
USE004516,PRJ007,EQP031,2025-02-04,11.06,0.94,12.0,191.13,0.0
USE004517,PRJ007,EQP031,2025-02-05,5.23,4.77,10.0,92.47,0.0
USE004518,PRJ007,EQP031,2025-02-06,7.26,0.74,8.0,48.28,0.0
USE004519,PRJ007,EQP031,2025-02-07,9.68,0.32,10.0,68.92,2374.96
USE004520,PRJ007,EQP031,2025-02-12,5.04,4.96,10.0,55.06,0.0
USE004521,PRJ007,EQP031,2025-02-21,10.94,1.06,12.0,205.15,0.0
USE004522,PRJ007,EQP031,2025-02-22,4.44,5.56,10.0,29.88,0.0
USE004523,PRJ007,EQP031,2025-02-23,4.35,3.65,8.0,34.31,0.0
USE004524,PRJ007,EQP031,2025-02-25,1.93,6.07,8.0,34.69,0.0
USE004525,PRJ007,EQP031,2025-03-07,5.43,4.57,10.0,53.77,0.0
USE004526,PRJ007,EQP031,2025-03-12,5.42,4.58,10.0,55.41,0.0
USE004527,PRJ007,EQP031,2025-03-13,2.76,7.24,10.0,49.03,0.0
USE004528,PRJ007,EQP031,2025-03-14,8.28,1.72,10.0,175.25,0.0
USE004529,PRJ007,EQP031,2025-03-20,9.75,6.25,16.0,80.26,0.0
USE004530,PRJ007,EQP031,2025-03-21,4.23,3.77,8.0,27.2,0.0
USE004531,PRJ007,EQP031,2025-03-22,9.04,2.96,12.0,99.77,559.77
USE004532,PRJ007,EQP031,2025-03-23,2.13,5.87,8.0,37.15,0.0
USE004533,PRJ007,EQP031,2025-03-26,2.93,7.07,10.0,60.4,0.0
USE004534,PRJ007,EQP031,2025-03-27,1.97,6.03,8.0,25.63,1115.8
USE004535,PRJ007,EQP031,2025-03-30,7.53,2.47,10.0,157.43,0.0
USE004536,PRJ007,EQP031,2025-03-31,3.0,5.0,8.0,15.49,0.0
USE004537,PRJ007,EQP031,2025-04-02,3.3,4.7,8.0,19.09,0.0
USE004538,PRJ007,EQP031,2025-04-03,11.34,4.66,16.0,145.43,0.0
USE004539,PRJ007,EQP031,2025-04-04,4.87,7.13,12.0,68.3,0.0
USE004540,PRJ007,EQP031,2025-04-06,3.02,6.98,10.0,53.11,462.32
USE004541,PRJ007,EQP031,2025-04-08,17.01,6.99,24.0,299.21,0.0
USE004542,PRJ007,EQP031,2025-04-10,3.63,4.37,8.0,62.78,0.0
USE004543,PRJ007,EQP031,2025-04-13,7.28,4.72,12.0,149.09,1814.45
USE004544,PRJ007,EQP031,2025-04-14,8.43,7.57,16.0,83.44,0.0
USE004545,PRJ007,EQP031,2025-04-15,3.39,6.61,10.0,62.9,0.0
USE004546,PRJ007,EQP031,2025-04-17,2.17,5.83,8.0,29.61,0.0
USE004547,PRJ007,EQP031,2025-04-21,6.01,3.99,10.0,97.76,776.95
USE004548,PRJ007,EQP031,2025-04-23,5.17,2.83,8.0,84.75,0.0
USE004549,PRJ007,EQP031,2025-04-25,12.93,3.07,16.0,258.46,0.0
USE004550,PRJ007,EQP031,2025-04-28,4.14,5.86,10.0,64.62,3110.23
USE004551,PRJ007,EQP031,2025-05-02,5.02,10.98,16.0,38.12,0.0
USE004552,PRJ007,EQP031,2025-05-05,7.71,16.29,24.0,47.36,2526.36
USE004553,PRJ007,EQP031,2025-05-07,3.29,6.71,10.0,57.67,0.0
USE004554,PRJ007,EQP031,2025-05-11,3.73,12.27,16.0,53.3,2495.41
USE004555,PRJ007,EQP031,2025-05-12,9.23,0.77,10.0,56.8,0.0
USE004556,PRJ007,EQP031,2025-05-17,6.88,3.12,10.0,112.12,0.0
USE004557,PRJ007,EQP031,2025-05-19,2.53,13.47,16.0,21.91,0.0
USE004558,PRJ007,EQP031,2025-05-24,8.02,3.98,12.0,107.27,1870.28
USE004559,PRJ007,EQP031,2025-05-25,3.86,6.14,10.0,43.12,0.0
USE004560,PRJ007,EQP031,2025-05-29,7.93,4.07,12.0,69.86,0.0
USE004561,PRJ007,EQP031,2025-05-30,4.72,3.28,8.0,39.94,0.0
USE004562,PRJ007,EQP031,2025-06-01,4.33,5.67,10.0,35.28,1614.17
USE004563,PRJ007,EQP031,2025-06-03,1.83,8.17,10.0,36.17,2054.93
USE004564,PRJ007,EQP031,2025-06-06,1.65,10.35,12.0,26.65,620.01
USE004565,PRJ007,EQP031,2025-06-07,1.69,6.31,8.0,32.71,0.0
USE004566,PRJ007,EQP031,2025-06-10,2.96,9.04,12.0,45.33,524.85
USE004567,PRJ007,EQP031,2025-06-11,3.71,4.29,8.0,24.86,0.0
USE004568,PRJ007,EQP031,2025-06-13,11.03,0.97,12.0,123.25,0.0
USE004569,PRJ007,EQP031,2025-06-15,2.69,7.31,10.0,51.98,0.0
USE004570,PRJ007,EQP031,2025-06-18,8.54,1.46,10.0,116.64,0.0
USE004571,PRJ007,EQP031,2025-06-19,5.36,4.64,10.0,57.25,0.0
USE004572,PRJ007,EQP031,2025-06-21,2.88,5.12,8.0,45.61,0.0
USE004573,PRJ007,EQP031,2025-06-24,9.66,0.34,10.0,55.83,0.0
USE004574,PRJ007,EQP031,2025-06-25,3.74,6.26,10.0,50.77,0.0
USE004575,PRJ007,EQP031,2025-06-26,3.04,4.96,8.0,37.78,0.0
USE004576,PRJ007,EQP031,2025-06-27,6.53,3.47,10.0,110.79,0.0
USE004577,PRJ007,EQP031,2025-06-28,1.97,8.03,10.0,17.57,0.0
USE004578,PRJ007,EQP031,2025-07-03,8.3,3.7,12.0,114.29,0.0
USE004579,PRJ007,EQP031,2025-07-09,6.24,1.76,8.0,57.44,1098.28
USE004580,PRJ007,EQP031,2025-07-11,11.58,0.42,12.0,152.74,0.0
USE004581,PRJ007,EQP031,2025-07-12,4.83,5.17,10.0,49.45,0.0
USE004582,PRJ007,EQP031,2025-07-13,1.7,10.3,12.0,19.28,816.44
USE004583,PRJ007,EQP031,2025-07-16,5.69,6.31,12.0,68.8,0.0
USE004584,PRJ007,EQP031,2025-07-17,6.8,3.2,10.0,134.09,3365.81
USE004585,PRJ007,EQP031,2025-07-18,2.54,9.46,12.0,42.11,0.0
USE004586,PRJ007,EQP031,2025-07-21,10.76,5.24,16.0,220.8,0.0
USE004587,PRJ007,EQP031,2025-07-22,7.66,4.34,12.0,77.53,0.0
USE004588,PRJ007,EQP031,2025-07-23,11.7,0.3,12.0,217.33,1715.63
USE004589,PRJ007,EQP031,2025-07-25,5.46,2.54,8.0,67.49,0.0
USE004590,PRJ007,EQP031,2025-07-27,13.17,2.83,16.0,234.95,0.0
USE004591,PRJ007,EQP031,2025-07-28,4.83,3.17,8.0,86.32,2237.74
USE004592,PRJ007,EQP031,2025-07-31,7.13,2.87,10.0,40.41,0.0
USE004593,PRJ007,EQP031,2025-08-02,6.16,3.84,10.0,64.77,0.0
USE004594,PRJ007,EQP031,2025-08-06,4.58,3.42,8.0,96.37,3349.32
USE004595,PRJ007,EQP031,2025-08-07,8.05,1.95,10.0,66.54,0.0
USE004596,PRJ007,EQP031,2025-08-09,3.5,6.5,10.0,24.48,1648.4
USE004597,PRJ007,EQP031,2025-08-12,5.74,4.26,10.0,79.25,0.0
USE004598,PRJ007,EQP031,2025-08-16,7.95,2.05,10.0,115.22,2582.77
USE004599,PRJ007,EQP031,2025-08-17,10.19,1.81,12.0,79.26,0.0
USE004600,PRJ007,EQP031,2025-08-24,11.58,0.42,12.0,172.96,0.0
USE004601,PRJ007,EQP031,2025-08-27,11.67,4.33,16.0,73.16,0.0
USE004602,PRJ007,EQP031,2025-08-29,7.25,4.75,12.0,36.58,566.14
USE004603,PRJ007,EQP031,2025-08-30,3.96,8.04,12.0,43.84,0.0
USE004604,PRJ007,EQP031,2025-09-05,2.1,7.9,10.0,28.2,0.0
USE004605,PRJ007,EQP031,2025-09-07,6.43,3.57,10.0,96.36,2882.3
USE004606,PRJ007,EQP031,2025-09-15,8.32,7.68,16.0,46.2,0.0
USE004607,PRJ007,EQP031,2025-09-16,2.62,13.38,16.0,48.52,0.0
USE004608,PRJ007,EQP031,2025-09-18,3.48,6.52,10.0,26.91,1381.12
USE004609,PRJ007,EQP031,2025-09-21,5.54,4.46,10.0,85.94,0.0
USE004610,PRJ007,EQP031,2025-09-22,7.81,2.19,10.0,157.51,0.0
USE004611,PRJ007,EQP031,2025-09-27,19.45,4.55,24.0,418.75,3284.49
USE004612,PRJ007,EQP031,2025-09-29,4.74,7.26,12.0,96.1,0.0
USE004613,PRJ007,EQP031,2025-10-01,4.57,11.43,16.0,51.47,0.0
USE004614,PRJ007,EQP031,2025-10-05,12.56,3.44,16.0,156.19,186.1
USE004615,PRJ007,EQP031,2025-10-07,10.14,13.86,24.0,93.44,0.0
USE004616,PRJ007,EQP031,2025-10-08,4.56,3.44,8.0,58.4,0.0
USE004617,PRJ007,EQP031,2025-10-09,7.33,16.67,24.0,61.68,0.0
USE004618,PRJ007,EQP031,2025-10-13,2.9,13.1,16.0,22.44,0.0
USE004619,PRJ007,EQP031,2025-10-17,1.92,6.08,8.0,26.42,0.0
USE004620,PRJ007,EQP031,2025-10-18,2.44,5.56,8.0,37.52,1253.33
USE004621,PRJ007,EQP031,2025-10-20,7.59,2.41,10.0,153.97,775.75
USE004622,PRJ007,EQP031,2025-10-21,6.21,3.79,10.0,40.53,0.0
USE004623,PRJ007,EQP031,2025-10-22,2.43,7.57,10.0,52.71,3012.27
USE004624,PRJ007,EQP031,2025-10-23,5.64,10.36,16.0,109.15,0.0
USE004625,PRJ007,EQP031,2025-10-24,7.23,2.77,10.0,99.02,0.0
USE004626,PRJ007,EQP031,2025-10-27,9.3,0.7,10.0,177.55,1565.63
USE004627,PRJ007,EQP031,2025-10-31,2.71,9.29,12.0,36.57,0.0
USE004628,PRJ007,EQP031,2025-11-04,2.28,7.72,10.0,45.99,0.0
USE004629,PRJ007,EQP031,2025-11-07,2.15,5.85,8.0,45.07,159.96
USE004630,PRJ007,EQP031,2025-11-09,7.32,4.68,12.0,40.97,1365.28
USE004631,PRJ007,EQP031,2025-11-11,6.19,9.81,16.0,126.24,0.0
USE004632,PRJ007,EQP031,2025-11-12,6.37,5.63,12.0,122.2,3040.7
USE004633,PRJ007,EQP031,2025-11-13,3.2,20.8,24.0,60.05,2381.46
USE004634,PRJ007,EQP031,2025-11-15,2.07,13.93,16.0,36.85,0.0
USE004635,PRJ007,EQP031,2025-11-21,3.98,8.02,12.0,39.55,0.0
USE004636,PRJ007,EQP031,2025-11-22,1.8,8.2,10.0,13.72,0.0
USE004637,PRJ007,EQP031,2025-11-23,1.75,8.25,10.0,19.18,0.0
USE004638,PRJ007,EQP031,2025-11-27,1.56,6.44,8.0,24.52,0.0
USE004639,PRJ007,EQP031,2025-11-28,4.26,5.74,10.0,86.54,0.0
