report_id,project_id,report_date,planned_progress_pct,actual_progress_pct,work_completed_qty,workers_on_site,weather,delay_hours
DPR002326,PRJ007,2025-05-16,37.29,37.18,210.28,102,Cloudy,0.0
DPR002327,PRJ007,2025-05-17,37.4,37.05,307.76,183,Clear,0.0
DPR002328,PRJ007,2025-05-18,37.5,37.53,417.62,198,Clear,0.0
DPR002329,PRJ007,2025-05-19,37.61,36.86,295.05,66,Clear,0.0
DPR002330,PRJ007,2025-05-20,37.72,37.58,226.63,57,Clear,1.15
DPR002331,PRJ007,2025-05-21,37.83,37.94,59.46,215,Clear,0.07
DPR002332,PRJ007,2025-05-22,37.94,38.36,68.74,194,Cloudy,0.43
DPR002333,PRJ007,2025-05-23,38.04,38.45,292.06,177,Clear,0.0
DPR002334,PRJ007,2025-05-24,38.15,37.59,142.62,44,Cloudy,0.0
DPR002335,PRJ007,2025-05-25,38.26,38.5,394.28,204,Clear,0.15
DPR002336,PRJ007,2025-05-26,38.37,38.87,196.63,190,Cloudy,0.51
DPR002337,PRJ007,2025-05-27,38.48,38.94,158.0,82,Clear,0.0
DPR002338,PRJ007,2025-05-28,38.58,38.52,84.62,155,Cloudy,0.68
DPR002339,PRJ007,2025-05-29,38.69,39.19,462.68,86,Cloudy,0.0
DPR002340,PRJ007,2025-05-30,38.8,38.58,231.45,168,Clear,0.05
DPR002341,PRJ007,2025-05-31,38.91,38.63,237.91,167,Clear,1.33
DPR002342,PRJ007,2025-06-01,39.02,39.15,477.03,170,Clear,0.62
DPR002343,PRJ007,2025-06-02,39.12,38.99,65.26,161,Clear,0.61
DPR002344,PRJ007,2025-06-03,39.23,39.41,255.21,96,Light Rain,0.0
DPR002345,PRJ007,2025-06-04,39.34,39.29,420.21,65,Light Rain,2.15
DPR002346,PRJ007,2025-06-05,39.45,38.82,128.1,214,Clear,1.67
DPR002347,PRJ007,2025-06-06,39.56,39.63,333.47,151,Clear,0.32
DPR002348,PRJ007,2025-06-07,39.66,39.43,352.65,112,Clear,0.96
DPR002349,PRJ007,2025-06-08,39.77,39.79,151.79,216,Clear,1.21
DPR002350,PRJ007,2025-06-09,39.88,39.81,209.94,218,Clear,0.23
DPR002351,PRJ007,2025-06-10,39.99,39.51,267.62,74,Light Rain,0.0
DPR002352,PRJ007,2025-06-11,40.1,39.98,184.97,77,Clear,0.02
DPR002353,PRJ007,2025-06-12,40.2,40.87,385.15,128,Cloudy,0.77
DPR002354,PRJ007,2025-06-13,40.31,40.56,169.04,98,Clear,0.0
DPR002355,PRJ007,2025-06-14,40.42,40.2,333.63,145,Cloudy,0.0
DPR002356,PRJ007,2025-06-15,40.53,40.45,251.72,160,Cloudy,0.0
DPR002357,PRJ007,2025-06-16,40.64,40.22,440.86,87,Cloudy,1.12
DPR002358,PRJ007,2025-06-17,40.74,40.62,305.92,214,Cloudy,0.98
DPR002359,PRJ007,2025-06-18,40.85,40.58,190.61,97,Light Rain,1.08
DPR002360,PRJ007,2025-06-19,40.96,41.12,285.48,97,Cloudy,1.19
DPR002361,PRJ007,2025-06-20,41.07,40.79,183.91,128,Clear,0.0
DPR002362,PRJ007,2025-06-21,41.18,40.96,220.68,156,Clear,0.32
DPR002363,PRJ007,2025-06-22,41.28,41.45,326.66,184,Light Rain,0.0
DPR002364,PRJ007,2025-06-23,41.39,41.77,231.47,164,Cloudy,0.0
DPR002365,PRJ007,2025-06-24,41.5,41.66,37.34,128,Clear,1.1
DPR002366,PRJ007,2025-06-25,41.61,41.64,197.14,74,Clear,0.0
DPR002367,PRJ007,2025-06-26,41.72,41.41,463.24,57,Light Rain,0.0
DPR002368,PRJ007,2025-06-27,41.82,41.87,300.24,191,Cloudy,0.0
DPR002369,PRJ007,2025-06-28,41.93,42.47,123.98,146,Clear,0.0
DPR002370,PRJ007,2025-06-29,42.04,42.28,271.16,83,Light Rain,0.0
DPR002371,PRJ007,2025-06-30,42.15,42.26,382.74,179,Cloudy,1.25
DPR002372,PRJ007,2025-07-01,42.26,42.43,266.56,73,Clear,0.89
DPR002373,PRJ007,2025-07-02,42.36,42.53,308.27,201,Clear,0.0
DPR002374,PRJ007,2025-07-03,42.47,42.78,422.04,45,Clear,0.0
DPR002375,PRJ007,2025-07-04,42.58,42.38,472.62,44,Cloudy,0.0
DPR002376,PRJ007,2025-07-05,42.69,43.11,55.89,52,Clear,1.38
DPR002377,PRJ007,2025-07-06,42.8,43.0,346.58,56,Light Rain,0.26
DPR002378,PRJ007,2025-07-07,42.9,42.36,87.58,68,Light Rain,0.51
DPR002379,PRJ007,2025-07-08,43.01,42.62,394.93,198,Cloudy,0.0
DPR002380,PRJ007,2025-07-09,43.12,42.96,476.93,101,Clear,0.12
DPR002381,PRJ007,2025-07-10,43.23,43.41,163.61,64,Clear,0.35
DPR002382,PRJ007,2025-07-11,43.34,44.3,85.93,63,Cloudy,0.55
DPR002383,PRJ007,2025-07-12,43.44,43.17,333.62,103,Clear,0.53
DPR002384,PRJ007,2025-07-13,43.55,43.9,226.09,212,Cloudy,0.55
DPR002385,PRJ007,2025-07-14,43.66,43.72,451.24,131,Cloudy,0.2
DPR002386,PRJ007,2025-07-15,43.77,43.73,134.12,47,Clear,0.31
DPR002387,PRJ007,2025-07-16,43.88,44.04,323.8,125,Clear,0.22
DPR002388,PRJ007,2025-07-17,43.98,44.63,195.94,76,Light Rain,0.83
DPR002389,PRJ007,2025-07-18,44.09,44.2,292.13,36,Cloudy,0.17
DPR002390,PRJ007,2025-07-19,44.2,44.22,178.46,164,Light Rain,0.58
DPR002391,PRJ007,2025-07-20,44.31,44.76,313.35,212,Clear,0.0
DPR002392,PRJ007,2025-07-21,44.42,44.8,252.79,155,Clear,0.55
DPR002393,PRJ007,2025-07-22,44.52,44.35,374.9,198,Cloudy,1.32
DPR002394,PRJ007,2025-07-23,44.63,44.83,334.72,110,Cloudy,0.33
DPR002395,PRJ007,2025-07-24,44.74,44.36,410.05,134,Cloudy,1.06
DPR002396,PRJ007,2025-07-25,44.85,45.31,251.36,213,Cloudy,0.51
DPR002397,PRJ007,2025-07-26,44.96,45.14,55.95,213,Light Rain,1.42
DPR002398,PRJ007,2025-07-27,45.06,44.99,326.39,118,Cloudy,0.0
DPR002399,PRJ007,2025-07-28,45.17,44.71,115.86,207,Clear,0.26
DPR002400,PRJ007,2025-07-29,45.28,45.07,293.2,80,Clear,0.06
DPR002401,PRJ007,2025-07-30,45.39,44.97,268.69,200,Cloudy,0.34
DPR002402,PRJ007,2025-07-31,45.5,45.57,416.57,205,Cloudy,0.61
DPR002403,PRJ007,2025-08-01,45.6,45.26,249.57,187,Cloudy,0.7
DPR002404,PRJ007,2025-08-02,45.71,45.57,91.15,177,Clear,0.0
DPR002405,PRJ007,2025-08-03,45.82,45.97,141.39,121,Clear,0.76
DPR002406,PRJ007,2025-08-04,45.93,45.32,271.8,94,Heavy Rain,3.57
DPR002407,PRJ007,2025-08-05,46.04,46.45,293.0,188,Light Rain,1.05
DPR002408,PRJ007,2025-08-06,46.14,45.76,52.22,100,Cloudy,1.03
DPR002409,PRJ007,2025-08-07,46.25,46.23,262.3,129,Light Rain,0.0
DPR002410,PRJ007,2025-08-08,46.36,46.14,310.99,104,Cloudy,0.0
DPR002411,PRJ007,2025-08-09,46.47,46.67,457.47,175,Clear,1.73
DPR002412,PRJ007,2025-08-10,46.58,46.23,389.18,93,Clear,1.12
DPR002413,PRJ007,2025-08-11,46.68,46.79,301.49,135,Clear,0.3
DPR002414,PRJ007,2025-08-12,46.79,46.82,205.53,182,Heavy Rain,1.24
DPR002415,PRJ007,2025-08-13,46.9,47.27,238.41,90,Clear,0.0
DPR002416,PRJ007,2025-08-14,47.01,46.35,396.71,86,Clear,0.0
DPR002417,PRJ007,2025-08-15,47.12,47.18,413.84,98,Clear,0.0
DPR002418,PRJ007,2025-08-16,47.22,47.47,388.69,205,Cloudy,1.8
DPR002419,PRJ007,2025-08-17,47.33,47.04,364.98,217,Cloudy,0.27
DPR002420,PRJ007,2025-08-18,47.44,47.01,190.33,164,Clear,0.0
DPR002421,PRJ007,2025-08-19,47.55,47.73,405.85,110,Cloudy,0.46
DPR002422,PRJ007,2025-08-20,47.66,47.67,429.74,180,Cloudy,0.19
DPR002423,PRJ007,2025-08-21,47.76,47.4,275.28,154,Clear,0.0
DPR002424,PRJ007,2025-08-22,47.87,47.72,316.01,119,Clear,1.11
DPR002425,PRJ007,2025-08-23,47.98,47.87,230.01,174,Clear,1.38
DPR002426,PRJ007,2025-08-24,48.09,48.04,371.56,193,Clear,0.37
DPR002427,PRJ007,2025-08-25,48.2,47.9,252.59,108,Light Rain,0.0
DPR002428,PRJ007,2025-08-26,48.3,48.33,83.6,67,Cloudy,0.0
DPR002429,PRJ007,2025-08-27,48.41,48.51,182.85,185,Clear,0.77
DPR002430,PRJ007,2025-08-28,48.52,48.91,81.21,178,Clear,0.0
DPR002431,PRJ007,2025-08-29,48.63,48.86,146.36,153,Cloudy,0.0
DPR002432,PRJ007,2025-08-30,48.74,49.3,122.22,198,Clear,0.67
DPR002433,PRJ007,2025-08-31,48.84,48.29,118.95,151,Cloudy,0.0
DPR002434,PRJ007,2025-09-01,48.95,48.92,416.37,208,Clear,0.31
DPR002435,PRJ007,2025-09-02,49.06,49.23,61.54,204,Light Rain,0.0
DPR002436,PRJ007,2025-09-03,49.17,49.27,192.37,109,Clear,0.0
DPR002437,PRJ007,2025-09-04,49.28,48.93,148.61,132,Light Rain,0.18
DPR002438,PRJ007,2025-09-05,49.38,48.91,460.16,78,Clear,0.06
DPR002439,PRJ007,2025-09-06,49.49,49.28,209.05,118,Heavy Rain,0.85
DPR002440,PRJ007,2025-09-07,49.6,49.98,131.94,44,Clear,1.51
DPR002441,PRJ007,2025-09-08,49.71,49.98,44.48,158,Cloudy,0.48
DPR002442,PRJ007,2025-09-09,49.82,49.28,188.4,156,Cloudy,0.0
DPR002443,PRJ007,2025-09-10,49.92,49.92,377.66,60,Clear,0.97
DPR002444,PRJ007,2025-09-11,50.03,50.0,271.67,63,Cloudy,0.11
DPR002445,PRJ007,2025-09-12,50.14,50.52,392.76,137,Clear,0.0
DPR002446,PRJ007,2025-09-13,50.25,50.02,303.99,205,Clear,0.76
DPR002447,PRJ007,2025-09-14,50.36,50.08,259.49,144,Clear,0.0
DPR002448,PRJ007,2025-09-15,50.46,50.26,283.21,60,Clear,0.67
DPR002449,PRJ007,2025-09-16,50.57,50.52,261.57,45,Cloudy,0.0
DPR002450,PRJ007,2025-09-17,50.68,50.91,179.71,56,Clear,0.51
DPR002451,PRJ007,2025-09-18,50.79,50.18,73.3,211,Cloudy,0.0
DPR002452,PRJ007,2025-09-19,50.9,50.3,54.19,155,Cloudy,0.0
DPR002453,PRJ007,2025-09-20,51.0,51.28,475.55,68,Clear,0.6
DPR002454,PRJ007,2025-09-21,51.11,51.1,179.0,58,Cloudy,0.01
DPR002455,PRJ007,2025-09-22,51.22,51.31,314.67,164,Clear,0.78
DPR002456,PRJ007,2025-09-23,51.33,51.33,140.93,63,Clear,0.51
DPR002457,PRJ007,2025-09-24,51.44,52.43,208.67,150,Clear,1.47
DPR002458,PRJ007,2025-09-25,51.54,51.14,100.02,106,Clear,0.1
DPR002459,PRJ007,2025-09-26,51.65,51.15,305.95,216,Cloudy,1.25
DPR002460,PRJ007,2025-09-27,51.76,51.58,42.72,154,Cloudy,0.63
DPR002461,PRJ007,2025-09-28,51.87,51.1,109.37,212,Clear,0.16
DPR002462,PRJ007,2025-09-29,51.98,51.41,66.84,151,Clear,0.02
DPR002463,PRJ007,2025-09-30,52.08,52.14,456.6,117,Light Rain,1.01
DPR002464,PRJ007,2025-10-01,52.19,49.24,72.0,219,Light Rain,1.02
DPR002465,PRJ007,2025-10-02,52.3,49.24,180.7,50,Light Rain,0.99
DPR002466,PRJ007,2025-10-03,52.41,49.37,369.08,183,Light Rain,0.89
DPR002467,PRJ007,2025-10-04,52.52,49.76,320.66,206,Clear,0.93
DPR002468,PRJ007,2025-10-05,52.62,50.14,216.95,193,Light Rain,1.63
DPR002469,PRJ007,2025-10-06,52.73,49.83,51.28,117,Light Rain,0.5
DPR002470,PRJ007,2025-10-07,52.84,50.62,81.24,201,Light Rain,2.03
DPR002471,PRJ007,2025-10-08,52.95,49.61,471.41,40,Cloudy,0.64
DPR002472,PRJ007,2025-10-09,53.06,49.68,66.33,39,Clear,1.82
DPR002473,PRJ007,2025-10-10,53.16,50.74,158.05,95,Cloudy,2.48
DPR002474,PRJ007,2025-10-11,53.27,50.35,281.95,148,Heavy Rain,1.74
DPR002475,PRJ007,2025-10-12,53.38,50.28,430.52,179,Clear,1.68
DPR002476,PRJ007,2025-10-13,53.49,50.41,449.02,96,Cloudy,2.66
DPR002477,PRJ007,2025-10-14,53.6,50.91,40.56,126,Clear,0.0
DPR002478,PRJ007,2025-10-15,53.7,50.82,95.68,67,Clear,0.74
DPR002479,PRJ007,2025-10-16,53.81,50.29,99.91,138,Clear,0.47
DPR002480,PRJ007,2025-10-17,53.92,51.09,414.49,62,Light Rain,0.85
DPR002481,PRJ007,2025-10-18,54.03,50.91,266.28,65,Clear,2.74
DPR002482,PRJ007,2025-10-19,54.14,51.29,389.49,152,Clear,0.02
DPR002483,PRJ007,2025-10-20,54.24,51.68,256.36,65,Clear,0.01
DPR002484,PRJ007,2025-10-21,54.35,50.94,342.61,47,Cloudy,0.96
DPR002485,PRJ007,2025-10-22,54.46,52.21,356.54,146,Clear,0.72
DPR002486,PRJ007,2025-10-23,54.57,51.79,424.73,47,Cloudy,0.8
DPR002487,PRJ007,2025-10-24,54.68,51.65,111.64,160,Light Rain,1.13
DPR002488,PRJ007,2025-10-25,54.78,51.92,144.46,48,Heavy Rain,0.93
DPR002489,PRJ007,2025-10-26,54.89,51.93,134.2,52,Light Rain,0.0
DPR002490,PRJ007,2025-10-27,55.0,52.66,267.64,129,Cloudy,1.07
DPR002491,PRJ007,2025-10-28,55.11,52.54,73.01,195,Light Rain,0.99
DPR002492,PRJ007,2025-10-29,55.22,52.53,437.57,58,Cloudy,0.85
DPR002493,PRJ007,2025-10-30,55.32,52.24,374.68,161,Cloudy,0.0
DPR002494,PRJ007,2025-10-31,55.43,52.95,356.02,112,Clear,0.88
DPR002495,PRJ007,2025-11-01,55.54,52.6,55.71,44,Light Rain,0.0
DPR002496,PRJ007,2025-11-02,55.65,52.74,96.45,61,Cloudy,1.43
DPR002497,PRJ007,2025-11-03,55.76,52.81,330.62,115,Cloudy,1.47
DPR002498,PRJ007,2025-11-04,55.86,52.74,460.61,133,Clear,0.85
DPR002499,PRJ007,2025-11-05,55.97,52.74,278.62,62,Light Rain,0.0
DPR002500,PRJ007,2025-11-06,56.08,53.62,353.81,177,Clear,0.82
DPR002501,PRJ007,2025-11-07,56.19,53.49,375.01,126,Clear,0.0
DPR002502,PRJ007,2025-11-08,56.3,53.45,103.72,219,Cloudy,0.76
DPR002503,PRJ007,2025-11-09,56.4,53.21,332.47,60,Clear,1.65
DPR002504,PRJ007,2025-11-10,56.51,53.87,191.15,104,Light Rain,3.06
DPR002505,PRJ007,2025-11-11,56.62,53.39,335.24,183,Light Rain,1.19
DPR002506,PRJ007,2025-11-12,56.73,54.16,417.13,102,Cloudy,0.64
DPR002507,PRJ007,2025-11-13,56.84,54.47,196.31,192,Clear,1.26
DPR002508,PRJ007,2025-11-14,56.94,54.25,134.54,108,Cloudy,0.75
DPR002509,PRJ007,2025-11-15,57.05,54.19,342.28,63,Clear,0.0
DPR002510,PRJ007,2025-11-16,57.16,53.91,264.28,90,Cloudy,2.12
DPR002511,PRJ007,2025-11-17,57.27,53.43,426.6,142,Clear,0.43
DPR002512,PRJ007,2025-11-18,57.38,54.48,445.2,183,Clear,1.75
DPR002513,PRJ007,2025-11-19,57.48,54.66,240.47,178,Clear,0.36
DPR002514,PRJ007,2025-11-20,57.59,54.59,141.02,149,Light Rain,0.0
DPR002515,PRJ007,2025-11-21,57.7,54.7,271.46,36,Cloudy,1.93
DPR002516,PRJ007,2025-11-22,57.81,55.07,446.56,66,Clear,0.51
DPR002517,PRJ007,2025-11-23,57.92,54.89,435.24,174,Clear,0.61
DPR002518,PRJ007,2025-11-24,58.02,55.48,119.44,70,Clear,0.0
DPR002519,PRJ007,2025-11-25,58.13,55.41,148.24,46,Clear,1.11
DPR002520,PRJ007,2025-11-26,58.24,55.93,286.27,179,Clear,1.57
DPR002521,PRJ007,2025-11-27,58.35,55.28,369.12,130,Clear,0.93
DPR002522,PRJ007,2025-11-28,58.46,55.67,59.25,174,Clear,0.81
DPR002523,PRJ007,2025-11-29,58.56,56.25,201.72,200,Cloudy,0.0
DPR002524,PRJ007,2025-11-30,58.67,56.03,324.48,52,Clear,0.18
DPR002525,PRJ007,2025-12-01,58.78,55.38,269.82,213,Cloudy,1.12
DPR002526,PRJ007,2025-12-02,58.89,56.16,382.6,73,Light Rain,0.58
DPR002527,PRJ007,2025-12-03,59.0,56.22,464.85,136,Clear,0.88
DPR002528,PRJ007,2025-12-04,59.1,56.23,166.36,203,Clear,0.4
DPR002529,PRJ007,2025-12-05,59.21,56.36,139.93,177,Cloudy,0.63
DPR002530,PRJ007,2025-12-06,59.32,55.82,234.61,40,Clear,0.01
DPR002531,PRJ007,2025-12-07,59.43,56.9,468.54,214,Cloudy,0.0
DPR002532,PRJ007,2025-12-08,59.54,56.8,277.32,167,Clear,0.21
DPR002533,PRJ007,2025-12-09,59.64,56.8,227.19,182,Cloudy,0.6
DPR002534,PRJ007,2025-12-10,59.75,56.7,304.55,76,Light Rain,0.0
DPR002535,PRJ007,2025-12-11,59.86,57.11,407.2,127,Cloudy,0.3
DPR002536,PRJ007,2025-12-12,59.97,57.17,136.36,162,Clear,0.17
DPR002537,PRJ007,2025-12-13,60.08,57.24,394.61,176,Clear,0.04
DPR002538,PRJ007,2025-12-14,60.18,57.02,381.48,100,Clear,0.0
DPR002539,PRJ007,2025-12-15,60.29,57.96,129.78,65,Clear,1.27
DPR002540,PRJ007,2025-12-16,60.4,57.5,300.6,170,Cloudy,1.04
DPR002541,PRJ007,2025-12-17,60.51,57.35,464.9,101,Light Rain,1.14
DPR002542,PRJ007,2025-12-18,60.62,57.53,395.49,122,Cloudy,0.63
DPR002543,PRJ007,2025-12-19,60.72,58.12,229.68,195,Clear,0.8
DPR002544,PRJ007,2025-12-20,60.83,58.05,251.96,197,Light Rain,0.58
DPR002545,PRJ007,2025-12-21,60.94,58.59,237.73,105,Clear,0.05
DPR002546,PRJ007,2025-12-22,61.05,57.61,70.76,107,Clear,0.89
DPR002547,PRJ007,2025-12-23,61.16,58.08,55.73,149,Cloudy,0.38
DPR002548,PRJ007,2025-12-24,61.26,58.09,36.98,165,Clear,0.9
DPR002549,PRJ007,2025-12-25,61.37,58.36,261.64,124,Cloudy,0.48
DPR002550,PRJ007,2025-12-26,61.48,58.35,125.17,173,Clear,1.59
DPR002551,PRJ007,2025-12-27,61.59,59.17,141.68,87,Clear,1.45
DPR002552,PRJ007,2025-12-28,61.7,58.95,326.88,158,Clear,0.32
DPR002553,PRJ007,2025-12-29,61.8,59.48,202.06,44,Clear,1.79
DPR002554,PRJ007,2025-12-30,61.91,58.96,276.21,122,Light Rain,0.19
DPR002555,PRJ007,2025-12-31,62.02,59.45,280.83,40,Cloudy,0.1
DPR002556,PRJ008,2025-01-01,22.19,20.81,208.8,50,Cloudy,0.27
DPR002557,PRJ008,2025-01-02,22.38,20.33,260.01,121,Clear,0.02
DPR002558,PRJ008,2025-01-03,22.56,20.17,304.62,208,Clear,0.07
DPR002559,PRJ008,2025-01-04,22.75,21.13,367.03,67,Clear,0.42
DPR002560,PRJ008,2025-01-05,22.94,20.62,191.57,208,Heavy Rain,1.73
DPR002561,PRJ008,2025-01-06,23.12,20.92,441.64,210,Clear,0.0
DPR002562,PRJ008,2025-01-07,23.31,21.3,222.95,151,Heavy Rain,0.0
DPR002563,PRJ008,2025-01-08,23.5,21.98,106.14,80,Cloudy,0.24
DPR002564,PRJ008,2025-01-09,23.69,21.55,181.53,68,Clear,0.98
DPR002565,PRJ008,2025-01-10,23.87,21.7,377.94,37,Light Rain,0.0
DPR002566,PRJ008,2025-01-11,24.06,22.41,316.34,153,Cloudy,0.0
DPR002567,PRJ008,2025-01-12,24.25,22.08,323.49,193,Cloudy,0.55
DPR002568,PRJ008,2025-01-13,24.43,22.61,104.9,107,Clear,0.26
DPR002569,PRJ008,2025-01-14,24.62,22.34,437.77,63,Light Rain,0.0
DPR002570,PRJ008,2025-01-15,24.81,23.02,91.29,93,Cloudy,0.7
DPR002571,PRJ008,2025-01-16,24.99,22.4,282.91,186,Clear,0.97
DPR002572,PRJ008,2025-01-17,25.18,23.11,381.24,123,Light Rain,0.69
DPR002573,PRJ008,2025-01-18,25.37,23.3,294.8,118,Clear,0.0
DPR002574,PRJ008,2025-01-19,25.55,23.66,183.97,131,Cloudy,0.89
DPR002575,PRJ008,2025-01-20,25.74,22.87,78.31,141,Clear,0.63
DPR002576,PRJ008,2025-01-21,25.93,23.39,252.93,158,Cloudy,0.03
DPR002577,PRJ008,2025-01-22,26.12,23.27,160.27,125,Light Rain,0.37
DPR002578,PRJ008,2025-01-23,26.3,24.02,120.57,111,Clear,0.4
DPR002579,PRJ008,2025-01-24,26.49,24.13,81.04,100,Clear,0.7
DPR002580,PRJ008,2025-01-25,26.68,23.77,359.95,158,Light Rain,0.85
DPR002581,PRJ008,2025-01-26,26.86,23.9,179.75,156,Cloudy,0.0
DPR002582,PRJ008,2025-01-27,27.05,24.88,65.18,138,Cloudy,0.93
DPR002583,PRJ008,2025-01-28,27.24,24.65,156.93,130,Clear,0.0
DPR002584,PRJ008,2025-01-29,27.42,24.75,115.89,205,Clear,0.57
DPR002585,PRJ008,2025-01-30,27.61,25.7,289.9,158,Clear,0.0
DPR002586,PRJ008,2025-01-31,27.8,25.14,88.1,216,Cloudy,0.0
DPR002587,PRJ008,2025-02-01,27.98,25.26,99.9,173,Clear,0.79
DPR002588,PRJ008,2025-02-02,28.17,25.01,164.65,153,Cloudy,0.17
DPR002589,PRJ008,2025-02-03,28.36,25.74,378.79,205,Cloudy,1.2
DPR002590,PRJ008,2025-02-04,28.54,25.67,333.18,134,Clear,0.0
DPR002591,PRJ008,2025-02-05,28.73,25.48,104.3,204,Clear,0.39
DPR002592,PRJ008,2025-02-06,28.92,25.51,327.14,98,Cloudy,0.0
DPR002593,PRJ008,2025-02-07,29.11,26.49,267.17,197,Clear,1.21
DPR002594,PRJ008,2025-02-08,29.29,26.52,77.33,170,Clear,0.93
DPR002595,PRJ008,2025-02-09,29.48,26.34,90.57,110,Cloudy,0.0
DPR002596,PRJ008,2025-02-10,29.67,27.02,451.07,196,Clear,1.47
DPR002597,PRJ008,2025-02-11,29.85,26.61,382.38,204,Clear,0.0
DPR002598,PRJ008,2025-02-12,30.04,26.83,353.22,218,Light Rain,0.43
DPR002599,PRJ008,2025-02-13,30.23,27.0,293.53,193,Clear,1.84
DPR002600,PRJ008,2025-02-14,30.41,27.29,215.77,191,Clear,0.76
DPR002601,PRJ008,2025-02-15,30.6,27.77,290.55,138,Light Rain,0.49
DPR002602,PRJ008,2025-02-16,30.79,28.89,167.51,62,Clear,0.0
DPR002603,PRJ008,2025-02-17,30.97,27.65,286.22,184,Cloudy,1.22
DPR002604,PRJ008,2025-02-18,31.16,28.3,82.83,114,Clear,0.11
DPR002605,PRJ008,2025-02-19,31.35,28.13,154.98,78,Clear,0.6
DPR002606,PRJ008,2025-02-20,31.54,28.25,182.08,163,Clear,0.0
DPR002607,PRJ008,2025-02-21,31.72,28.72,79.6,107,Cloudy,0.19
DPR002608,PRJ008,2025-02-22,31.91,29.72,184.47,171,Cloudy,0.46
DPR002609,PRJ008,2025-02-23,32.1,28.93,154.91,79,Clear,0.0
DPR002610,PRJ008,2025-02-24,32.28,29.3,121.15,155,Cloudy,1.12
DPR002611,PRJ008,2025-02-25,32.47,29.68,318.36,84,Cloudy,0.0
DPR002612,PRJ008,2025-02-26,32.66,29.56,317.92,207,Clear,0.67
DPR002613,PRJ008,2025-02-27,32.84,29.52,457.15,188,Cloudy,0.07
DPR002614,PRJ008,2025-02-28,33.03,30.18,153.18,89,Clear,0.0
DPR002615,PRJ008,2025-03-01,33.22,30.72,411.29,177,Cloudy,0.16
DPR002616,PRJ008,2025-03-02,33.4,30.24,320.96,89,Cloudy,1.1
DPR002617,PRJ008,2025-03-03,33.59,30.99,106.23,101,Clear,1.11
DPR002618,PRJ008,2025-03-04,33.78,30.82,57.01,172,Clear,0.65
DPR002619,PRJ008,2025-03-05,33.96,30.83,450.67,154,Cloudy,0.0
DPR002620,PRJ008,2025-03-06,34.15,31.6,218.12,88,Light Rain,0.0
DPR002621,PRJ008,2025-03-07,34.34,31.06,273.24,129,Light Rain,0.67
DPR002622,PRJ008,2025-03-08,34.53,32.06,351.25,114,Heavy Rain,0.0
DPR002623,PRJ008,2025-03-09,34.71,31.55,51.93,77,Light Rain,0.93
DPR002624,PRJ008,2025-03-10,34.9,32.07,426.54,49,Clear,0.01
DPR002625,PRJ008,2025-03-11,35.09,31.35,427.68,51,Cloudy,0.44
DPR002626,PRJ008,2025-03-12,35.27,32.17,436.17,84,Clear,0.05
DPR002627,PRJ008,2025-03-13,35.46,32.34,196.32,106,Light Rain,0.95
DPR002628,PRJ008,2025-03-14,35.65,32.3,174.52,108,Clear,1.35
DPR002629,PRJ008,2025-03-15,35.83,32.7,420.64,146,Light Rain,0.86
DPR002630,PRJ008,2025-03-16,36.02,33.17,432.3,205,Cloudy,1.39
DPR002631,PRJ008,2025-03-17,36.21,32.49,158.57,38,Cloudy,1.04
DPR002632,PRJ008,2025-03-18,36.39,32.98,295.19,57,Light Rain,2.59
DPR002633,PRJ008,2025-03-19,36.58,33.82,357.63,125,Heavy Rain,0.0
DPR002634,PRJ008,2025-03-20,36.77,33.45,375.47,180,Cloudy,0.0
DPR002635,PRJ008,2025-03-21,36.96,33.61,260.86,72,Clear,0.18
DPR002636,PRJ008,2025-03-22,37.14,34.03,259.19,87,Light Rain,0.0
DPR002637,PRJ008,2025-03-23,37.33,33.96,282.68,57,Clear,1.79
DPR002638,PRJ008,2025-03-24,37.52,33.47,78.59,205,Cloudy,0.69
DPR002639,PRJ008,2025-03-25,37.7,34.7,300.73,130,Cloudy,1.74
DPR002640,PRJ008,2025-03-26,37.89,34.09,476.52,137,Clear,0.0
DPR002641,PRJ008,2025-03-27,38.08,34.26,374.65,188,Cloudy,0.04
DPR002642,PRJ008,2025-03-28,38.26,34.37,403.91,99,Cloudy,0.0
DPR002643,PRJ008,2025-03-29,38.45,34.8,264.58,74,Light Rain,0.35
DPR002644,PRJ008,2025-03-30,38.64,35.06,141.79,83,Cloudy,0.71
DPR002645,PRJ008,2025-03-31,38.82,35.45,152.65,104,Heavy Rain,0.0
DPR002646,PRJ008,2025-04-01,39.01,35.33,308.12,110,Light Rain,0.03
DPR002647,PRJ008,2025-04-02,39.2,36.13,360.66,197,Clear,0.0
DPR002648,PRJ008,2025-04-03,39.38,35.41,62.56,142,Clear,0.0
DPR002649,PRJ008,2025-04-04,39.57,36.84,50.16,195,Cloudy,0.0
DPR002650,PRJ008,2025-04-05,39.76,36.46,69.78,47,Cloudy,0.0
DPR002651,PRJ008,2025-04-06,39.95,36.18,343.26,59,Clear,0.27
DPR002652,PRJ008,2025-04-07,40.13,36.89,245.99,203,Clear,0.09
DPR002653,PRJ008,2025-04-08,40.32,36.93,392.18,113,Light Rain,0.0
DPR002654,PRJ008,2025-04-09,40.51,36.33,277.29,105,Clear,0.0
DPR002655,PRJ008,2025-04-10,40.69,36.83,249.8,212,Cloudy,0.81
DPR002656,PRJ008,2025-04-11,40.88,37.09,212.88,113,Cloudy,1.55
